label,centroid
505,"[ 0.76292298 -0.7475795   0.98456203  0.07076918  0.72594234  0.12925968
 -0.34807673  0.13599533  0.66240159  1.15738236  0.29563419 -0.09170546
 -0.0070019  -0.1820163  -0.56640396  0.73704988  0.58726794 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58734032]"
506,"[ 0.6711607  -0.73676359  0.58901486  1.65004645 -0.34331944  2.17432548
  0.25355182  0.61417556  0.81980045 -1.00045555 -0.80056162 -0.79941331
 -0.61932698 -0.1820163  -0.57751637  3.23736946  0.64066597 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.5553436   0.58730782]"
507,"[ 0.01785517  0.03222622  0.37336431 -0.65388435  1.15571485 -0.60733855
  0.6109745   0.89685903 -0.21901662  1.38925085  1.96072293  0.85677542
  1.55543252 -0.17136583 -0.34371121 -0.27978215  0.22255103 -0.37606538
  2.51232137 -0.40564646  0.4921302   0.54857568 -1.69016329]"
508,"[-1.72003990e-05  6.75935697e-02 -6.73594701e-01 -1.68109187e-01
 -5.96052876e-01 -1.17628621e+00 -9.90706562e-01  6.04415871e-01
  3.61189842e-01 -1.36227771e-02  1.95101508e+00  3.01016549e+00
  1.14862818e+00  6.62426121e-02 -7.31596084e-01 -7.70455410e-01
 -8.45479033e-01 -3.90054946e-01 -3.98038243e-01 -4.07582232e-01
  9.74215434e-02  2.18259320e-01  2.10660618e-01]"
509,"[ 0.69430663 -0.74921958  0.98333926  1.45083097 -0.09122875  1.32831655
  0.71557193  1.81010746  0.79842565 -1.00686568 -0.80452079 -0.80489481
 -0.62139122 -0.18097592 -0.56846185  2.10966398  0.59775226 -0.39005495
 -0.39803824 -0.40758223  0.50871301  0.55140424  0.57457581]"
510,"[ 0.19455296  0.09255741 -0.35334854  1.29850859 -0.73046518  3.82178084
  0.38155008 -0.07895787  0.7222836  -0.93867635 -0.74202106 -0.71836345
 -0.58626228 -0.18095154 -0.57615952  5.1808637   0.63522394 -0.39005495
 -0.39803824 -0.40758223  0.50867093  0.52326772  0.47889331]"
511,"[ 0.10426309  0.4322972  -0.37913785 -0.67593582  0.07537838 -0.31832609
  0.32350546 -0.16807997 -0.46223299  0.05910804  0.28179012  0.61581618
  0.32683298  1.24901899 -0.25119937 -0.35079049  0.36758734 -0.39005495
 -0.39803824  2.45349264 -1.95883224  0.55653699  0.58788816]"
512,"[ 0.42107885  0.26938858  0.36552853 -1.05109187  2.27665223 -0.89362631
 -0.34351633 -0.28099303 -0.89417019  1.32544596  0.24993562 -0.16627946
  0.5479187  -0.1820163  -0.5056783  -0.46356095  0.48763506  2.56374136
 -0.39803824  2.45349264  0.51050824 -1.67809033  0.58269793]"
513,"[ 0.13078926 -0.11676697  0.57077576 -0.05986511  0.53315956 -0.6059762
 -0.28755166  0.0028835  -0.11637091  1.55500327  0.57062002 -0.03340997
  0.43869663  1.24977019  0.86871437 -0.67825299 -0.43993653 -0.39005495
  2.51232137  2.45349264 -1.95883224  0.55530163  0.58548513]"
514,"[ 0.83932624 -0.63568841  0.12890047  0.9596054  -0.39521615  0.42266477
 -0.21428628 -0.13467796  0.58338045  0.06998154 -0.14589256  0.0498913
 -0.24282155 -0.1820163   1.36902806 -0.62069108 -0.73086172 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
515,"[ 0.30330121 -0.03228915  1.38524584 -0.14989622  1.47413237 -0.89362631
 -0.40580399  0.14066626  0.10585756  2.16986584  0.56869833 -0.19503021
  0.31172563 -0.1820163  -0.37944344 -0.50289756  0.31767026  2.56374136
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58028748]"
516,"[ 0.39293148  0.96455981  0.17148319  1.24226781 -0.44485165  1.30056068
  0.44427983  0.45775705  0.79480292 -1.00857264 -0.80580016 -0.8066661
 -0.62207417 -0.1820163  -0.57857442  2.2084453   0.64577569 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
517,"[ 0.75055703 -0.8225263  -0.42694274 -1.04354802  0.56534177  0.22280478
 -0.18469757 -0.49306025 -0.85534739  0.17419876 -0.08667284  0.06385474
  0.15426978 -0.1820163  -0.52880498  0.71232056  0.47076167 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575 -1.70100378]"
518,"[ 0.17690914  0.13805743  0.410564   -0.38107878  0.74083155  0.12653914
  0.30508348  0.6657421   0.03031488  1.15677903  1.37884482  0.63655985
  0.91172674 -0.1773141  -0.35444603  0.32296977  0.18757473 -0.39005495
 -0.39803824 -0.40601538  0.50239431  0.55653699 -1.70100378]"
519,"[ 0.45754978  0.37253856 -0.586967    0.79474397 -0.78047113  0.21803073
  0.37387901 -0.30405867 -0.05901273  0.05261053  0.31762271  0.67399241
  0.19519619 -0.1820163   3.36789729 -0.70806456 -0.78959275 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55563185 -1.70100378]"
520,"[ 0.23595761  0.83424946 -0.61225726 -0.8026172  -0.21379629  0.95502009
  0.14052628 -0.44715885 -0.43065159 -1.00693541 -0.80530443 -0.80597977
 -0.62158472 -0.1820163  -0.57633721  1.76893697  0.63497138 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
521,"[ 0.78992274 -0.76976315 -0.42535286 -0.19740278 -0.3688452  -0.6059762
 -0.00506237 -0.37202387  0.51907069  0.15376628  0.06541441  0.26256994
 -0.11171968 -0.1820163   0.73430453 -0.68873199 -0.66614989 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55488289  0.58788816]"
522,"[ 0.72124135 -0.70565389  1.44402193  1.15274979  0.27874983  0.32968448
  0.28871042  1.56761389  0.76413887  0.14844912  0.33811363  0.5851699
 -0.00536701 -0.1815872  -0.56494959  0.95542299  0.5804239  -0.39005495
 -0.39803824 -0.40758223  0.50976781  0.54877477  0.57073005]"
523,"[-1.47809544 -0.8800031   1.40095357  1.19852385  0.2219986   0.25854313
 -0.37857397  0.31168495  0.73761629  0.30206564 -0.18778214 -0.14060164
 -0.2861766  -0.18052951  0.18078651 -0.38170201 -0.508608   -0.39005495
 -0.39803824 -0.40758223  0.50794269  0.55653699  0.58788816]"
524,"[-1.48100534 -0.76802705 -0.24132895  0.03815954 -0.30535531  0.28633155
 -0.05669101 -0.30282698  0.12911861  0.15858155  0.04125156  0.22778388
 -0.04486854  1.25032886  0.53994236 -0.4727908  -0.3465205  -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.55438288  0.58788816]"
525,"[-3.46764583e-02  3.85154261e-01 -2.13234693e-01  6.36798234e-01
 -4.85180217e-01  3.20796230e-04  9.93165307e+00  6.81815276e+00
  6.00558299e-01 -5.04162258e-03  7.83883327e+00  1.10900642e+01
  4.40040166e+00 -9.56607195e-02  7.01823827e-01 -2.54592709e-01
 -3.19354168e-01 -5.90260497e-02  3.39066931e-03  7.33743202e-02
  3.82783734e-01  4.14523718e-01  4.30033546e-01]"
526,"[ 0.41498499  0.89880407  0.15017091  0.83544713 -0.34709779 -0.31832609
  0.04486703  0.08564935  0.62289233  0.05584882  0.04246658  0.3157388
 -0.141484   -0.1820163   0.57143461 -0.61428968 -0.61922386 -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.58788816]"
527,"[ 0.38812824  0.86407315  0.05883045  1.0155455  -0.4453956   1.19218002
  0.20047564  0.15721727  0.75581535 -1.00778713 -0.80541908 -0.80613849
 -0.62187523 -0.1820163  -0.08957444  0.02100382 -0.42505637 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
528,"[ 0.60226767  0.29592927 -0.60476164  0.15067663 -0.66261307 -0.89362631
  0.28311827 -0.36342147 -0.28913928  0.10995013  0.28301922  0.57167287
  0.25589303 -0.1820163   3.03690453 -0.75778349 -0.78363554  2.56374136
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58788816]"
529,"[-0.08752294 -0.14397858  0.14479755 -0.93420344  1.40968769  0.07665184
  0.70820576  0.91992966 -0.45844559  1.28930117  2.23009399  1.08771443
  2.02662246 -0.17771027 -0.42727602  0.46781682  0.37640911 -0.39005495
 -0.39803824 -0.40758223  0.5055547  -1.73781465 -1.3222002 ]"
530,"[ 0.63116238 -0.60294726 -0.50907881 -0.3171607  -0.38440845  1.59117136
  0.05428641 -0.41988018 -0.11723696 -0.97055522 -0.77879742 -0.7692806
 -0.60360355 -0.1820163  -0.57479441  2.50365946  0.62752059 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.57524734]"
531,"[ 0.12101078  0.14502012  0.1748063   1.52224534 -0.49905184  1.4275692
  2.55293711  2.72083853  0.79307589 -1.00746417 -0.8048433  -0.80534133
 -0.62157859 -0.17448057  0.22276137 -0.05897    -0.50430968 -0.39005495
 -0.39803824 -0.40758223  0.49750487  0.53794802  0.56257656]"
532,"[ 0.24524928  0.93522101 -0.46546245 -0.70835771 -0.09358604  0.38102324
  0.44380543 -0.17925436  0.0896347  -0.01290493  0.33646611  0.77384507
  0.16455242 -0.1820163  -0.5537938   0.93756788  0.5261008  -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
533,"[ 0.04890967  0.93977422 -0.63807171 -1.41356933  1.27211225 -0.89362631
 -0.22540543 -0.63306371 -1.57687702 -0.01362278 -0.20628831  0.02336259
  0.47338006 -0.1820163  -0.52837102 -0.44255083  0.57841512  2.56374136
 -0.39803824 -0.40758223  0.51050824 -1.79682575 -1.69444159]"
534,"[ 0.23661913  0.95608271  0.01865792 -0.10325729  0.01678946 -0.31832609
  0.0043124  -0.10501963  0.080682    0.1474045   0.05931825  0.26926885
 -0.03360886 -0.1820163  -0.25406295 -0.15177849  0.04691236 -0.39005495
 -0.39803824  2.45349264  0.51050824 -1.79682575  0.58719477]"
535,"[ 0.79698861 -0.72722156 -0.46668014 -0.38865746 -0.32502225 -0.31832609
 -0.13005711 -0.47959537  0.549741    0.18896198 -0.01887244  0.12796135
 -0.1639574  -0.1820163   0.46125744 -0.61349127 -0.61807394 -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.58741999]"
536,"[-1.47197981e+00 -8.89461493e-01  6.89726206e-01 -1.35923913e-01
  7.40450523e-01 -8.93626311e-01 -2.98886922e-01  3.48247450e-02
  4.08903471e-01  1.43620929e+00  4.75994125e-01 -6.78132734e-02
  1.68386008e-01 -1.81357744e-01 -9.93367456e-02 -5.76613182e-01
 -6.66916861e-04  2.56374136e+00 -3.98038243e-01  2.45349264e+00
  5.09371867e-01  5.56536986e-01  5.84728165e-01]"
537,"[ 0.7182903   0.05761534  0.58683125  0.93272733 -0.09609378  0.25094215
 -0.21415172  0.08053526  0.233988    0.26164896 -0.05004608  0.04094835
 -0.13780198 -0.1820163   0.32411697 -0.44632111 -0.56332093 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.54419957 -1.70100378]"
538,"[ 0.03925579  0.08893184 -0.54467002  0.15584045 -0.59417776 -0.60746469
  2.50125991  0.85043438 -0.12766452  0.176961    2.28707466  2.92651169
  1.807184    0.43445815  2.57828181 -0.73659292 -0.73144786 -0.3747701
  2.51232137 -0.38537466 -0.55325681  0.55349253 -0.19382914]"
539,"[-0.35055573  0.03403095 -0.51823829 -1.1152739   0.64819343 -0.23702333
  2.67988967  0.98179357 -1.00893297  0.07357877  2.24491047  3.15078488
  3.20372715  1.01958027 -0.51317645  0.23076425  1.43732781 -0.39005495
 -0.39803824  1.86709052 -1.23231554 -0.0775095   0.50843902]"
540,"[ 0.35541984  0.19519622 -0.61204578  0.27303709 -0.69503549 -0.6059762
  0.34589711 -0.33352656 -0.74002955  0.09155563  0.32999583  0.64041838
  0.5702884   1.24901899  3.39777024 -0.74628182 -0.73393934 -0.39005495
  2.51232137 -0.38584755 -1.95883224  0.55653699  0.58788816]"
541,"[ 0.45235455 -0.24083263  4.16305483  1.32625767  1.54883544  0.22830423
 -0.60685803  0.67857194  0.63857046  0.61268396 -0.3221103  -0.39523346
 -0.35078502 -0.18066435 -0.55265728  0.83988528  0.57539027 -0.38028802
 -0.38154116 -0.40758223  0.50817537  0.51762924  0.42678996]"
542,"[-1.41347678 -0.78550101  2.2604741   0.16711567  1.70500791 -0.60581789
 -0.50637259  0.36906544  0.56565477  2.8230604   0.63522335 -0.28045209
  0.21191505 -0.169415   -0.43550371 -0.20855646  0.37381794 -0.39005495
  2.51071963  2.45349264  0.48876391  0.55653699  0.58662845]"
543,"[ 0.3070303   0.93564843 -0.46377508  0.4218465  -0.63210287  0.43608307
  0.2656426  -0.23699846  0.32710358  0.0329126   0.2383626   0.58776983
  0.03140014 -0.1820163   1.68020933 -0.64282898 -0.74834293 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
544,"[-0.36507689 -0.18934596 -0.48590177 -1.4625293   3.20372103 -0.7712774
  2.7737329   1.23225308 -1.95014248  0.24311294  2.8302994   3.27122346
 10.21937174  0.42018407 -0.29604169 -0.37034319  0.87081968  1.5479562
  0.53696417 -0.26517579 -0.33867672 -1.04076804 -1.58707704]"
545,"[ 0.02232208  0.05361609  1.00541579  0.2518326   0.63822506 -0.38070804
  2.01351048  3.80623174  0.58233854  1.53746399  4.76608987  2.33461581
  2.61570102 -0.08431509 -0.12127519 -0.19516509  0.09557802 -0.39005495
  0.25650047  2.43051212  0.34439799  0.41004252  0.58559008]"
546,"[ 0.01349043 -0.06259111  2.94502683  0.1734331   2.22293485 -0.82311772
  0.66810952  4.55423621  0.61218283  3.9270072   5.53215604  1.01666332
  2.99204401 -0.12303653 -0.44950021 -0.42200382  0.41908875  1.88776411
  2.11774984  1.95389063  0.40873499  0.472306    0.48858699]"
547,"[-0.03591415  0.03413188 -0.57142103 -0.01708635 -0.5603806  -0.89362631
  2.59544789  0.82344092  0.0817884   0.12394566  2.24778632  3.03014082
  1.54399401 -0.18040839  2.32842617 -0.75243368 -0.76042701  2.56374136
 -0.39476818 -0.3497178   0.5077337  -0.14153915  0.04266896]"
548,"[ 0.60393189  0.24117769 -0.08243714 -0.06498657 -0.1278788  -0.89362631
  0.013814   -0.14001079 -0.11473074  0.45274859  0.26175159  0.26988669
  0.17097581 -0.18143125  0.86681317 -0.73075392 -0.66679586  2.56374136
 -0.39803824 -0.40758223  0.5094987   0.55653699 -1.70100378]"
549,"[-0.40125046 -0.15328106 -0.47991318 -1.52600456  3.53251767 -0.31871117
  0.71338388  0.05895506 -1.92672127  0.2289011   0.88526682  1.06781124
  4.22835559  2.68196998 -0.56843635  0.24319949  3.5453875  -0.39005495
 -0.39414218  2.45349264 -1.95883224 -1.79682575  0.58482405]"
